playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",1mea3bSkSGXuIRvnydlB5b,Viva La Vida,2008-05-26,804613141,Viva La Vida or Death and All His Friends,Coldplay,,,4gzpq5DPGxSnKTe4SA8HAU,82,permanent wave,pop,,28497318,0,242373,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,2007-01-01,337471575,Infinity On High,Fall Out Boy,,,4UXqAaa6dQYAk18Lv7PEgX,79,emo,modern rock,pop punk,8476699,0,203507,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,2008-06-17,nan,One Of The Boys,Katy Perry,,,6jJ0s89eD6GaHleKKya26X,75,dance pop,pop,pop dance,17107679,0,179640,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),2010-11-22,350407838,One More Love,David Guetta,Akon,,1Cs0zKBU1kc0i8ypK3B9ai,79,dance pop,edm,pop,21928725,1,195853,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",2ieu0FHqTpBUrMoCFVL3cb,Potential Breakup Song,2020-12-29,70474434,Potential Breakup Song,Aly & AJ,,,5wugb0kaq0J6nyQ5Xgd17i,76,dance pop,electropop,girl group,438549,1,218333,0.554,0.899,6,-4.149,0,0.0385,0.000469,0.000365,0.0867,0.556,157.995,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",2wLMMcXV6sRtLijfLZP9oR,Sweet Dreams,2008-11-14,nan,I AM...SASHA FIERCE,Beyoncé,,,6vWDO969PvNqNYHIOW5v0m,47,dance pop,pop,pop dance,25684354,0,208067,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,2008-10-03,380922682,Walking On A Dream (10th Anniversary Edition),Empire of the Sun,,,67hb7towEyKvt5Z8Bx306c,78,alternative dance,australian dance,australian electropop,1010673,0,198440,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3FAclTFfvUuQYnEsptbK8w,Back To Black,2006,418984857,Back To Black (Deluxe Edition),Amy Winehouse,,,6Q192DXotxtaysaqNPy5yR,75,british soul,neo soul,,6846130,1,241293,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,2005-01-01,211877675,Move Along,The All-American Rejects,,,3vAaWhdBR38Q02ohXqaNHT,67,modern rock,neo mellow,pop punk,1995702,0,193653,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",244AvzGQ4Ksa5637JQu5Gy,You've Got The Love,2009,296974736,Lungs (Deluxe Version),Florence + The Machine,,,1moxjboGR7GNWYIMWsRjgG,73,baroque pop,pop,uk alternative pop,5427765,0,168667,0.574,0.694,6,-4.697,1,0.0327,0.00481,0.0,0.102,0.401,109.85,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,2006-01-01,700948107,Eyes Open,Snow Patrol,,,3rIZMv9rysU7JkLzEaC5Jp,72,irish rock,modern rock,neo mellow,2141286,0,267960,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3GpbwCm3YxiWDvy29Uo3vP,Right Round,2009-03-30,258516013,R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,,,0jnsk9HBra6NMjO2oANoPY,75,dance pop,miami hip hop,pop,7883766,0,204640,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",4IoYz8XqqdowINzfRrFnhi,You Found Me,2009-02-02,287927742,The Fray,The Fray,,,0zOcE3mg9nS6l3yxt1Y0bK,76,neo mellow,piano rock,pop,3165313,0,241853,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",6nLvaCZFR1wEzW3sIKpsnr,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",2006,309183137,Back To Black (Deluxe Edition),Amy Winehouse,,,6Q192DXotxtaysaqNPy5yR,75,british soul,neo soul,,6846130,0,233733,0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",64yrDBpcdwEdNY9loyEGbX,21 Guns,2009-05-15,322802362,21st Century Breakdown,Green Day,,,7oPftvlwr6VrsViSDV7fJY,78,permanent wave,pop punk,punk,11555588,0,321093,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",7LP4Es66zdY7CyjepqmvAg,Down,2009-01-01,293471603,All Or Nothing,Jay Sean,Lil Wayne,,4pADjHPWyrlAF0FA7joK2H,81,dance pop,pop,pop rap,1238626,0,212107,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",7LR85XLWw2yXqKBSI5brbG,Run This Town,2009-09-08,147694825,The Blueprint 3,JAY-Z,Rihanna,Kanye West,3nFkdlSjzX9mRTtwJOzDYB,74,east coast hip hop,hip hop,pop rap,5868370,1,267520,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,2009-01-01,249108968,Jeremih,Jeremih,,,3KV3p5EY4AvKxOlhGHORLg,71,chicago rap,dance pop,hip hop,4731895,0,226507,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.15,0.446,60.019,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",4EWCNWgDS8707fNSZ1oaA5,Heartless,2008-11-24,309912048,808s & Heartbreak,Kanye West,,,5K4W6rqBFWDnAN6FQUkS6x,79,chicago rap,rap,,13062807,0,211000,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0DMRKqrpd0QO4RWiEdMib0,You Know I'm No Good,2006,250972990,Back To Black (Deluxe Edition),Amy Winehouse,,,6Q192DXotxtaysaqNPy5yR,72,british soul,neo soul,,6846130,0,257187,0.694,0.496,9,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,2008-06-17,nan,One Of The Boys,Katy Perry,,,6jJ0s89eD6GaHleKKya26X,73,dance pop,pop,pop dance,17107679,0,220227,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,2010-01-01,529256288,Animal (Expanded Edition),Kesha,,,6LqNN22kT3074XbTVUrhzX,83,dance pop,electropop,pop,6039235,0,199693,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,2009-09-08,300729478,The Blueprint 3,JAY-Z,Alicia Keys,,3nFkdlSjzX9mRTtwJOzDYB,82,east coast hip hop,hip hop,pop rap,5868370,1,276920,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),2009-01-01,nan,Man On The Moon: The End Of Day (Int'l Version),Kid Cudi,,,0fA0VVWsXO9YnASrzqfmYu,74,hip hop,ohio hip hop,rap,4457070,0,221240,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,2008-09-23,662364487,Only By The Night,Kings of Leon,,,2qk9voo8llSGYcZ6xrBzKx,82,modern rock,rock,,4526116,0,203347,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3N4DI1vuTSX1tz7fa2NQZw,Rehab,2006,278881534,Back To Black (Deluxe Edition),Amy Winehouse,,,6Q192DXotxtaysaqNPy5yR,72,british soul,neo soul,,6846130,0,214947,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3UmaczJpikHgJFyBTAJVoz,Stan,2000-05-23,353532454,The Marshall Mathers LP,Eminem,Dido,,7dGJo4pcD2V6oG8kP0tJRR,80,detroit hip hop,hip hop,rap,40628922,1,404107,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,2004-11-22,331287778,Love Angel Music Baby,Gwen Stefani,,,4yiQZ8tQPux8cPriYMWUFP,73,dance pop,europop,hip pop,4378774,1,199853,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",2ygMBIctKIAfbEBcT9065L,Pump It,2005-01-01,265543929,Monkey Business,Black Eyed Peas,,,1yxSLGMDHlW21z4YXirZDS,79,dance pop,pop,pop dance,5169564,0,213067,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,2005,200423517,The Documentary,The Game,50 Cent,,0NbfKEOTQCcwd6o7wSDOHI,76,gangster rap,hip hop,pop rap,2940503,1,206400,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",5VGlqQANWDKJFl0MBG3sg2,Use Somebody,2008-09-23,447956821,Only By The Night,Kings of Leon,,,2qk9voo8llSGYcZ6xrBzKx,78,modern rock,rock,,4526116,0,230760,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",7MDfN1ldfTMtuXXdVz2Pzc,Tears Dry On Their Own,2006,203722136,Back To Black (Deluxe Edition),Amy Winehouse,,,6Q192DXotxtaysaqNPy5yR,70,british soul,neo soul,,6846130,1,186440,0.634,0.543,1,-13.391,0,0.181,0.525,0.0,0.232,0.467,121.557,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",5D2mYZuzcgjpchVY1pmTPh,Candy Shop,2005-03-03,413353741,The Massacre,50 Cent,Olivia,,3q7HBObVc0L8jNeTe5Gofh,81,east coast hip hop,gangster rap,hip hop,6705342,1,209107,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,5
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",1QV6tiMFM6fSOKOGLMHYYg,Poker Face,2008-01-01,477746184,The Fame,Lady Gaga,,,1HY2Jd0NmPuamShAr6KMms,78,dance pop,pop,pop dance,15528580,0,237200,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,2006-01-01,225891574,The Sweet Escape,Gwen Stefani,Akon,,4yiQZ8tQPux8cPriYMWUFP,69,dance pop,europop,hip pop,4378774,0,246467,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0wbDgMuAoy7O7pL3a69uZx,Give It To Me,2007-01-01,71589918,Shock Value,Timbaland,Justin Timberlake,Nelly Furtado,5Y5TRrQiqgUO4S36tzjIRZ,69,dance pop,hip hop,hip pop,1829324,1,234027,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,2004-09-21,520244930,Let Me Love You,Mario,,,20s0P9QLxGqKuCsGwFsp7w,77,dance pop,hip pop,pop,2083003,0,256733,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3DamFFqW32WihKkTVlwTYQ,Fireflies,2009-01-01,472621658,Ocean Eyes,Owl City,,,07QEuhtrNmmZ0zEcqE9SF6,81,indietronica,modern rock,pop,2019871,0,228347,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",7iL6o9tox1zgHpKUfh9vuC,In Da Club,2003-02-06,571519848,Get Rich Or Die Tryin',50 Cent,,,3q7HBObVc0L8jNeTe5Gofh,80,east coast hip hop,gangster rap,hip hop,6705342,1,193467,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0JiY190vktuhSGN6aqJdrt,So What,2008-10-24,284056679,Funhouse (Expanded Edition),P!nk,,,1KCSPY1glIKqW2TotWuXOR,78,dance pop,pop,post-teen pop,10028824,1,215160,0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126.019,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3jlbL2OTD5YmIunYzgQTAN,Live Your Life,2008-09-07,278349728,Paper Trail,T.I.,Rihanna,,4OBJLual30L7gRl5UkeRcT,76,atl hip hop,dance pop,dirty south rap,3576007,1,338853,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",2bLqfJjuC5syrsgDsZfGmn,The Way I Are,2007-01-01,208477281,Shock Value,Timbaland,Keri Hilson,D.O.E.,5Y5TRrQiqgUO4S36tzjIRZ,79,dance pop,hip hop,hip pop,1829324,0,179120,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",6B6aCxSBsECsulzOkJRxGv,If You're Not The One,2002,95617629,Gotta Get Thru This,Daniel Bedingfield,,,11hIqBsGRPztdjBHCSLClX,62,dance pop,europop,,121430,0,257027,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",1ctdfJSzp6qF2iDAVdDrfl,About You Now,2007-01-01,73576546,Change,Sugababes,,,7rZNSLWMjTbwdLNskFbzFf,68,bubblegum dance,dance pop,europop,462409,0,212400,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",6ZLGthToczpvnL5Eoy6yrY,Pure Shores,2000-08-16,84518629,Saints & Sinners,All Saints,,,5TDVKqW9uhqGjwwwKGuma4,65,bubblegum dance,dance pop,europop,349939,0,268747,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",7f2YrnkCsVAmsTgLf7GFAy,Sober,2010-11-12,nan,Greatest Hits...So Far!!!,P!nk,,,1KCSPY1glIKqW2TotWuXOR,49,dance pop,pop,post-teen pop,10028824,0,250590,0.612,0.791,6,-4.904,1,0.0301,0.0652,0.0,0.181,0.404,91.054,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",7IhsLJMqdxoo7YAZjaSMru,Dead And Gone,2008-09-07,145195570,Paper Trail,T.I.,Justin Timberlake,,4OBJLual30L7gRl5UkeRcT,70,atl hip hop,dance pop,dirty south rap,3576007,1,299747,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",4pbyDPjFgfPqFTcIMC8xpK,Rock DJ,2000-01-01,122653715,Sing When You're Winning,Robbie Williams,,,2HcwFjNelS49kFbfvMxQYw,72,dance pop,europop,pop,2086243,0,258560,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",0HKD13PLq2WicViBBhSrOl,Out Of Reach,2001-01-01,82720917,Rise,Gabrielle,,,7rftfGIYEeZ79sLb58ZBDi,71,british soul,dance pop,europop,178092,0,196987,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",3EDS89HeAhHiZKlljciK0a,Push The Button,2005,72956434,Taller In More Ways,Sugababes,,,7rZNSLWMjTbwdLNskFbzFf,67,bubblegum dance,dance pop,europop,462409,0,218093,0.962,0.66,8,-5.096,1,0.061,0.0485,0.0,0.076,0.814,126.016,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",6bFsQ6yOp3z5mGNkhWP0P1,You Give Me Something,2006-01-01,99417438,Undiscovered (International Version),James Morrison,,,3LpLGlgRS1IKPPwElnpW35,69,neo mellow,neo soul,pop,1304695,0,213173,0.559,0.688,7,-6.496,1,0.114,0.216,0.0,0.0855,0.578,79.753,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",6gxycjJNMgmAyfzUXBN80P,Goodbye My Lover,2005-08-08,200691082,Back to Bedlam,James Blunt,,,7KMqksf0UMdyA0UCf4R3ux,70,neo mellow,pop,pop rock,2323714,0,258653,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",5OQGeJ1ceykovrykZsGhqL,Breathless,2000-01-01,86416971,In Blue,The Corrs,,,1VbWUxZTRNY2gw3qZ1tg9W,70,bow pop,celtic rock,dance pop,721451,0,207507,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",4E6cwWJWZw2zWf7VFbH7wf,Love Song,2007-07-03,263487081,Little Voice,Sara Bareilles,,,2Sqr0DXoaYABbjBo9HaMkM,76,acoustic pop,lilith,neo mellow,1561888,0,258827,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",1zusIxNqJu8i4g6P6hJ2Qa,Mercy,2008,157070323,Rockferry,Duffy,,,37NqXwtb6nIEqRt4EJSoIO,70,british soul,dance pop,,766589,0,219920,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4
All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",4SAHTVRe6EBhgAOWl49yPf,World of Our Own,2001-11-12,57696782,World of Our Own (Expanded Edition),Westlife,,,5Z1CCuBsyhEHngq3U5IraY,68,boy band,dance pop,europop,1991376,0,211413,0.707,0.761,1,-4.635,1,0.0341,0.0163,0.0,0.0627,0.923,97.003,4
